cds,lea,county,i_exp,i_all,ii_exp,ii_all,iii_exp,iii_all,iii_plan_link
19647330120014,KIPP Endeavor College Preparatory Charter,Los Angeles,211165,211165,836236,836236,1879810,1879810,https://campussuite-storage.s3.amazonaws.com/prod/735103/5e2e7db8-b8d5-11e6-bf0d-22000bd8490f/2320884/bee0d2a4-1fd6-11ec-ba6b-0e89542fda31/file/KECP_2021_ESSER_III_Expenditure_Plan_KIPP_Endeavor_College_Preparatory_Charter_20210914.pdf
19647330120022,Valor Academy Middle,Los Angeles,176952,176952,700746,700746,1421506,1575236,
19647330120030,Alliance College-Ready Middle Academy 4,Los Angeles,172410,172410,682759,682759,1534803,1534803,https://1.cdn.edl.io/ESSERIIIExpenditurePlan.pdf
19647330120048,Alliance College-Ready Middle Academy 5,Los Angeles,109429,109438,NaN,NaN,NaN,920032,
19647330120071,New Designs Charter School-Watts,Los Angeles,180878,180878,650736,650736,1462816,1462816,https://tb2cdn.schoolwebmasters.com/accnt_606843/site_606844/Documents/ESSER-III-Expenditure-Plan-Watts.pdf
19647330120097,Academia Moderna,Los Angeles,170074,170074,673510,673510,1514011,1514011,https://web.archive.org/web/20220701174403/https://academiamoderna.org/wp-content/uploads/2022/04/ESSER-III-Expenditure-Funds.pdf
19647330120477,Aspire Titan Academy,Los Angeles,119466,119466,473098,473098,1063496,1063496,
19647330120527,Watts Learning Center Charter Middle,Los Angeles,144428,144428,571950,571950,584102,1285710,https://4.files.edl.io/561e/01/03/22/204841-d733d36d-93bb-4c98-9dcf-a4308b1f9df0.pdf
19647330121079,Ararat Charter,Los Angeles,82076,82076,325029,325029,700372,730645,https://secureservercdn.net/198.71.233.181/7eb.f5c.myftpupload.com/wp-content/uploads/2021/09/Ararat-CS-7757-ESSER-III-Expenditure-Plan-09.22.21.pdf
19647330121137,Ingenium Charter,Los Angeles,141503,141503,560368,560368,1259674,1259674,https://drive.google.com/file/d/1zXvc6qkVWX4BHqiMkZ4Mute7Eu5RUi9l/view
19647330121285,Alliance Cindy and Bill Simon Technology Academy High,Los Angeles,186671,186671,739236,739236,1661760,1661760,https://4.files.edl.io/4fc6/01/24/22/184219-1b251c41-6724-4323-9951-3e3083f18d17.pdf
19647330121293,Alliance Tennenbaum Family Technology High,Los Angeles,110350,110350,397003,397003,892440,892440,https://4.files.edl.io/ac35/12/22/21/191742-49b670e2-e7c4-4831-863f-dc607806be8a.pdf
19647330121699,KIPP Empower Academy,Los Angeles,186012,186012,736625,736625,1655889,1655889,https://campussuite-storage.s3.amazonaws.com/prod/735103/5e2e7db8-b8d5-11e6-bf0d-22000bd8490f/2320883/bee0d0a6-1fd6-11ec-bbe2-0e89542fda31/file/KEA%202021_ESSER_III_Expenditure_Plan_20210914.pdf
19647330121707,KIPP Comienza Community Prep,Los Angeles,295299,295299,1283676,1283676,2885629,2885629,https://campussuite-storage.s3.amazonaws.com/prod/735103/5e2e7db8-b8d5-11e6-bf0d-22000bd8490f/2320881/bee0cc96-1fd6-11ec-af0b-0e89542fda31/file/KCCP%202021_ESSER_III_Expenditure_Plan_20210914.pdf
19647330121848,Crown Preparatory Academy,Los Angeles,178700,178700,692657,692657,1528176,1557052,https://web.archive.org/web/20230202234313/https://www.stem-prep.org/download/37/pdfs-and-docs/3361/cpa-esser-iii-expenditure-plan.pdf
19647330122242,TEACH Academy of Technologies,Los Angeles,136615,136615,628579,628579,1413009,1413009,https://4.files.edl.io/2556/09/20/21/202807-a0414815-449c-443b-8116-dc1c0cf916a9.pdf
19647330122481,Animo Jefferson Charter Middle,Los Angeles,210113,210113,832068,832068,1870440,1870440,
19647330122499,Animo Westside Charter Middle,Los Angeles,129657,129657,513457,513457,923377,1154221,
19647330122556,Citizens of the World Charter School Hollywood,Los Angeles,54815,54815,217071,217071,487964,487964,https://cwclosangeles.org/wp-content/uploads/2020/04/ESSER-III-Expenditure-Plans.pdf
19647330122564,Camino Nuevo Elementary #3,Los Angeles,298033,298033,1180844,1180844,2112827,2654468,https://4.files.edl.io/9a51/10/22/21/210926-8fced482-aa2f-4f90-8982-40d7edc2656f.pdf
19647330122606,PUC Lakeview Charter High,Los Angeles,122174,122174,505629,505629,1001626,1136624,https://www.puclchs.org/apps/pages/esser-expenditure-plan
19647330122614,Aspire Gateway Academy Charter,Los Angeles,147594,147594,561940,561940,1263208,1263208,
19647330122622,Aspire Firestone Academy Charter,Los Angeles,146250,146250,549527,549527,1235304,1235304,
19647330122630,Para Los Niños - Evelyn Thurman Gratts Primary,Los Angeles,103622,103622,372978,372978,838434,838434,https://paralosninos.org/wp-content/uploads/2022/04/GPC_esseriiiexpenditureplan-v2.pdf
19647330122655,ISANA Octavia Academy,Los Angeles,126664,126664,505003,505003,1134907,1135218,https://web.archive.org/web/20211128002627/https://isanaacademies.org/wp-content/uploads/ISANA-Octavia-Academy-ESSER-III-Expenditure-Plan60.pdf
19647330122721,Aspire Pacific Academy,Los Angeles,189010,189010,752540,752540,1691666,1691666,
19647330122739,Vista Charter Middle,Los Angeles,158674,158674,628365,628365,1395884,1412527,https://4.files.edl.io/fee0/01/20/22/183238-16536e32-ba38-4e74-a03b-f662b331fa8c.pdf
19647330122747,Magnolia Science Academy Bell,Los Angeles,163596,163596,589649,589649,1325497,1325497,https://www.magnoliapublicschools.org/ourpages/auto/2021/9/9/63010704/MSA-Bell%20ESSER%20III%20Expenditure%20Plan.pdf?rnd=1635808131432
19647330122754,Valley Charter Elementary,Los Angeles,25288,25288,100142,100142,206226,225113,https://4.files.edl.io/fee0/01/20/22/183238-16536e32-ba38-4e74-a03b-f662b331fa8c.pdf
19647330122838,Valley Charter Middle,Los Angeles,54894,54894,222291,222291,437801,499696,https://4.files.edl.io/8c2f/01/20/22/183303-f90b197a-741b-4808-9ad3-fdb55137fc52.pdf
19647330122861,Camino Nuevo Charter Academy #2,Los Angeles,230866,230866,940085,940085,2062267,2113255,https://4.files.edl.io/585d/10/22/21/210926-303a7c2c-06fd-44c5-b00f-7c5f9c6e22ff.pdf
19647330123133,Alliance Susan and Eric Smidt Technology High,Los Angeles,187819,187819,743784,743784,1671982,1671982,https://4.files.edl.io/7f45/01/26/22/214314-4b2e4c43-9850-44b4-96f1-8348ccaacda7.pdf
19647330123141,Alliance Ted K. Tajima High,Los Angeles,121774,121774,546233,546233,1197498,1227900,https://drive.google.com/file/d/1m76BGMI3hrv7Gm3-Sik0Ot38r8IndaN1/view
19647330123158,Arts In Action Community Charter,Los Angeles,99512,99512,468695,468695,1053599,1053599,https://4.files.edl.io/23d8/03/10/23/190959-ffc49a8e-2254-4f93-bd5a-2b0a9056b3f0.pdf
19647330123166,ISANA Palmati Academy,Los Angeles,163595,163595,590586,590586,1187179,1327602,https://web.archive.org/web/20211127233204/https://isanaacademies.org/wp-content/uploads/ISANA-Palmati-Academy-ESSER-III-Expenditure-Plan61.pdf
19647330123984,ISANA Cardinal Academy,Los Angeles,116005,116005,459391,459391,1032685,1032685,https://web.archive.org/web/20211127224052/https://isanaacademies.org/wp-content/uploads/ISANA-Cardinal-Academy-ESSER-III-Expenditure-Plan20.pdf
19647330123992,Animo Ellen Ochoa Charter Middle,Los Angeles,151084,151084,543547,543547,1221862,1221862,
19647330124008,Animo James B. Taylor Charter Middle,Los Angeles,179239,179239,709803,709803,1595595,1595595,
19647330124016,Animo Legacy Charter Middle,Los Angeles,362791,362791,1436691,1436691,3223779,3229596,
19647330124198,Extera Public,Los Angeles,187992,187992,746025,746025,367922,1677020,https://4.files.edl.io/402b/04/14/22/174937-961bdf38-77d2-4d63-9fb7-8417d958328c.pdf
19647330124222,Rise Kohyang Middle,Los Angeles,136015,136015,538633,538633,1096053,1210815,https://brightstarschools.org/files/galleries/ESSER_III_Expenditure_Plan_RKMS.pdf
19647330124560,Synergy Quantum Academy,Los Angeles,208408,208408,825318,825318,1650167,1855267,https://4.files.edl.io/9c83/09/28/21/211646-2155172c-f451-49d6-9b7d-48fc698d6012.pdf
19647330124784,Aspire Slauson Academy Charter,Los Angeles,134360,134360,532081,532081,1142092,1196087,
19647330124792,Aspire Juanita Tate Academy Charter,Los Angeles,147665,147665,584768,584768,1314525,1314525,
19647330124800,Aspire Inskeep Academy Charter,Los Angeles,126753,126753,553581,553581,1244418,1244418,
19647330124818,Los Angeles Leadership Primary Academy,Los Angeles,108955,108955,431474,431474,969928,969928,
19647330124826,Camino Nuevo Charter Academy #4,Los Angeles,219632,219632,869767,869767,1862858,1955184,https://4.files.edl.io/5ca2/10/22/21/210925-1abcb83a-a47f-4453-b60a-4f83d5f62441.pdf
19647330124891,Alliance Renee and Meyer Luskin Academy High,Los Angeles,192754,192754,740006,740006,1663490,1663490,https://4.files.edl.io/8e72/03/02/22/184214-928991a9-2ad0-4343-8ce8-e1973a14eba8.pdf
19647330124933,PUC Early College Academy for Leaders and Scholars (ECALS),Los Angeles,93921,93921,371939,371939,175874,836096,https://web.archive.org/web/20240302122040/https://www.puccalsechs.org/apps/pages/esser-expenditure-plan
19647330124941,Alliance Margaret M. Bloomfield Technology Academy High,Los Angeles,169655,169655,671853,671853,1510285,1510285,https://4.files.edl.io/7672/11/12/21/232238-ef67257c-8548-409b-8221-85f235d5f045.pdf
19647330125609,KIPP Philosophers Academy,Los Angeles,122823,122823,451501,451501,1014947,1014947,https://campussuite-storage.s3.amazonaws.com/prod/735103/5e2e7db8-b8d5-11e6-bf0d-22000bd8490f/2320888/bee0da4c-1fd6-11ec-a934-0e89542fda31/file/KPA_2021_ESSER_III_Expenditure_Plan_20210914%20(1).pdf
19647330125625,KIPP Scholar Academy,Los Angeles,141162,141162,559016,559016,1256636,1256636,https://campussuite-storage.s3.amazonaws.com/prod/735103/5e2e7db8-b8d5-11e6-bf0d-22000bd8490f/2320892/bee0e1d6-1fd6-11ec-a49b-0e89542fda31/file/KSA_2021_ESSER_III_Expenditure_Plan_20210914.pdf
19647330125641,KIPP Sol Academy,Los Angeles,164460,164460,651277,651277,1464032,1464032,https://campussuite-storage.s3.amazonaws.com/prod/735103/5e2e7db8-b8d5-11e6-bf0d-22000bd8490f/2320893/bee0e3b6-1fd6-11ec-a4da-0e89542fda31/file/KSOL_2021_ESSER_III_Expenditure_Plan_20210914.pdf
19647330125864,Ednovate - USC Hybrid High College Prep,Los Angeles,157632,157632,624239,624239,1374497,1403253,https://static1.squarespace.com/static/5e5ecb339f571251433c5f83/t/61560eef26f9e23bfdeb7d64/1633029871707/Hybrid+_esseriiiexpenditureplan.docx_2021.docx.pdf
19647330126136,Math and Science College Preparatory,Los Angeles,188318,188318,745759,745759,1556244,1676423,https://web.archive.org/web/20240518061806/https://www.stem-prep.org/download/37/pdfs-and-docs/3362/mscp-esser-iii-expenditure-plan.pdf
19647330126169,Equitas Academy #2,Los Angeles,147653,147653,584721,584721,1314418,1314418,https://4.files.edl.io/9f44/11/05/21/160703-06e924b9-c942-4941-85c9-d1aba1b956ed.pdf
19647330126177,Citizens of the World Charter School Silver Lake,Los Angeles,100801,100801,413966,413966,930572,930572,https://cwclosangeles.org/wp-content/uploads/2020/04/ESSER-III-Expenditure-Plans.pdf
19647330126193,Citizens of the World Charter School Mar Vista,Los Angeles,47258,47258,231887,231887,521269,521269,https://cwclosangeles.org/wp-content/uploads/2020/04/ESSER-III-Expenditure-Plans.pdf
19647330126797,Aspire Centennial College Preparatory Academy,Los Angeles,189988,189988,750733,750733,1398437,1687603,
19647330127217,Alliance Alice M. Baxter College-Ready High,Los Angeles,89624,89631,NaN,NaN,NaN,759196,
19647330127670,KIPP Iluminar Academy,Los Angeles,183477,183477,726589,726589,1633330,1633330,https://campussuite-storage.s3.amazonaws.com/prod/735103/5e2e7db8-b8d5-11e6-bf0d-22000bd8490f/2320885/bee0d498-1fd6-11ec-b01b-0e89542fda31/file/KIA_2021_ESSER_III_Expenditure_Plan_20210914%20(1).pdf
19647330127886,City Language Immersion Charter,Los Angeles,52118,52118,214246,214246,354595,481612,
19647330127894,Valor Academy High,Los Angeles,157405,157405,624700,624700,1404289,1404289,
19647330127910,Camino Nuevo High #2,Los Angeles,170180,170180,673932,673932,1374295,1514959,https://app2.boardontrack.com/org/YzMqzE/attachment/publicDownload/203426?s=YzMqzE
19647330127936,PREPA TEC - Los Angeles,Los Angeles,151967,151967,554928,554928,1247446,1247446,
19647330127985,Ingenium Charter Middle,Los Angeles,79414,79414,314486,314486,706945,706945,https://ingeniumschools.org/icms/transparency
19647330128009,Alliance Virgil Roberts Leadership Academy,Los Angeles,152203,152203,602738,602738,1354920,1354920,https://4.files.edl.io/0e91/02/17/22/205036-1dbf2623-b93c-4095-bda9-a7755241e4d4.pdf
19647330128033,Alliance College-Ready Middle Academy 8,Los Angeles,155908,155908,617410,617410,1387902,1387902,https://4.files.edl.io/f68c/04/06/22/211300-277e90f9-a8d9-4524-9196-c2a2a8b450d6.pdf
19647330128041,Alliance Kory Hunter Middle,Los Angeles,171412,171412,678810,678810,1516128,1525925,https://4.files.edl.io/83ae/11/12/21/185856-75da1f20-fbb4-4897-ab5c-8b0c2b3c0214.pdf
19647330128058,Alliance College-Ready Middle Academy 12,Los Angeles,164952,164952,653229,653229,1468419,1468419,https://4.files.edl.io/a1c0/12/14/21/194736-34157cb0-a427-4028-a2d5-215eadeb1a21.pdf
19647330128132,Extera Public School No. 2,Los Angeles,154450,154450,611639,611639,390695,1374928,https://4.files.edl.io/09b9/04/14/22/174937-5633d4cd-b962-420f-b99a-eaed9ab0be5a.pdf
19647330128371,New Horizons Charter Academy,Los Angeles,87453,87453,328105,328105,737562,737562,https://nhcharteracademy.com/wp-content/uploads/2022/04/NHCA-ESSER-III-Plan-v6-1.pdf
19647330128389,"Ivy Bound Academy Math, Science, and Technology Charter Middle 2",Los Angeles,38973,38973,161254,161254,362490,362490,https://drive.google.com/file/d/1o9adHuA-vpyzfzWbFzCsgqMD7yLtzg1_/view
19647330128512,KIPP Academy of Innovation,Los Angeles,163856,163856,648887,648887,1458659,1458659,https://campussuite-storage.s3.amazonaws.com/prod/735103/5e2e7db8-b8d5-11e6-bf0d-22000bd8490f/2320877/bee0bfb2-1fd6-11ec-901d-0e89542fda31/file/KAI%202021_ESSER_III_Expenditure_Plan%20_20210914.pdf
19647330129270,Animo Mae Jemison Charter Middle,Los Angeles,181906,181906,720367,720367,1619343,1619343,
